DATAFLOW,LAST UPDATE,freq,isced11,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2010,13.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2011,13.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2012,13.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2013,13.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2014,13.3,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2015,14.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2016,13.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2017,13.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2018,13.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2019,15.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2020,16.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2021,14.5,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2022,12.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR31:İzmir,2023,11.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2006,5.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2007,7.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2008,9.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2009,12.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2010,10.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2011,7.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2012,6.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2013,6.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2014,7.4,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2015,6.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2016,6.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2017,7.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2018,7.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2019,9.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2020,9.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2021,10.2,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2022,8.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR32:Aydın, Denizli, Muğla",2023,8.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2006,6.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2007,5.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2008,6.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2009,9.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2010,6.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2011,4.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2012,4.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2013,5.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2014,3.9,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2015,4.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2016,4.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2017,6.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2018,6.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2019,9.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2020,8.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2021,7.0,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2022,7.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR33:Manisa, Afyonkarahisar, Kütahya, Uşak",2023,7.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2006,6.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2007,6.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2008,9.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2009,12.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2010,9.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2011,6.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2012,6.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2013,5.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2014,6.0,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2015,7.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2016,8.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2017,9.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2018,8.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2019,11.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2020,9.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2021,9.3,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2022,8.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR41:Bursa, Eskişehir, Bilecik",2023,8.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2006,9.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2007,9.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2008,9.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2009,12.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2010,10.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2011,10.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2012,8.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2013,8.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2014,9.6,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2015,9.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2016,10.3,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2017,10.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2018,10.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2019,12.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2020,12.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2021,9.4,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2022,10.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR42:Kocaeli, Sakarya, Düzce, Bolu, Yalova",2023,8.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2006,10.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2007,9.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2008,10.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2009,11.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2010,10.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2011,8.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2012,8.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2013,8.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2014,11.1,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2015,10.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2016,11.2,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2017,11.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2018,10.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2019,14.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2020,14.5,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2021,13.2,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2022,11.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,TR51:Ankara,2023,11.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2006,8.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2007,8.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2008,8.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2009,8.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2010,7.0,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2011,5.6,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2012,4.7,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2013,3.8,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2014,5.5,b,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2015,6.4,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2016,6.1,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2017,5.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2018,5.9,,
ESTAT:LFST_R_LFU3RT(1.0),25/03/25 23:00:00,A:Annual,TOTAL:All ISCED 2011 levels,T:Total,Y20-64:From 20 to 64 years,PC:Percentage,"TR52:Konya, Karaman",2019,7.9,,
