"VARIABLE","VERSIONS","LEVEL","NUTSCODE","YEAR","SEX","AGE","ISCED11","UNIT","VALUE"
"RPDTN",2021,2,"FRK1",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",49.9
"RPDTN",2021,2,"FRK2",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",39.2
"RPDTN",2021,2,"FRL0",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",40.4
"RPDTN",2021,2,"FRM0",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",39.6
"RPDTN",2021,2,"FRY1",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",38.9
"RPDTN",2021,2,"FRY2",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",42.7
"RPDTN",2021,2,"FRY3",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",29
"RPDTN",2021,2,"FRY4",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",39.6
"RPDTN",2021,2,"HR02",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",65.6
"RPDTN",2021,2,"HR03",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",63.4
"RPDTN",2021,2,"HR05",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",47
"RPDTN",2021,2,"HR06",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",63.3
"RPDTN",2021,2,"HU11",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",39.9
"RPDTN",2021,2,"HU12",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",56.9
"RPDTN",2021,2,"HU21",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",64.2
"RPDTN",2021,2,"HU22",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",66.4
"RPDTN",2021,2,"HU23",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",59.6
"RPDTN",2021,2,"HU31",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",60.2
"RPDTN",2021,2,"HU32",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",60.2
"RPDTN",2021,2,"HU33",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",64.2
"RPDTN",2021,2,"IE04",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",34.6
"RPDTN",2021,2,"IE05",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",37
"RPDTN",2021,2,"IE06",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",31.3
"RPDTN",2021,2,"IS00",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",37.9
"RPDTN",2021,2,"ITC1",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",45.7
"RPDTN",2021,2,"ITC2",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",42.2
"RPDTN",2021,2,"ITC3",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",47.9
"RPDTN",2021,2,"ITC4",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",45.1
"RPDTN",2021,2,"ITF1",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",49.1
"RPDTN",2021,2,"ITF2",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",44
"RPDTN",2021,2,"ITF3",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",39
"RPDTN",2021,2,"ITF4",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",38.2
"RPDTN",2021,2,"ITF5",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",45.6
"RPDTN",2021,2,"ITF6",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",42.1
"RPDTN",2021,2,"ITG1",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",38.1
"RPDTN",2021,2,"ITG2",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",36.4
"RPDTN",2021,2,"ITH1",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",51.7
"RPDTN",2021,2,"ITH2",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",51.8
"RPDTN",2021,2,"ITH3",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",47.6
"RPDTN",2021,2,"ITH4",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",50.7
"RPDTN",2021,2,"ITH5",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",46.2
"RPDTN",2021,2,"ITI1",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",44
"RPDTN",2021,2,"ITI2",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",49.9
"RPDTN",2021,2,"ITI3",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",44
"RPDTN",2021,2,"ITI4",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",45.6
"RPDTN",2021,2,"LT01",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",35.5
"RPDTN",2021,2,"LT02",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",53.7
"RPDTN",2021,2,"LU00",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",29.3
"RPDTN",2021,2,"LV00",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",51.9
"RPDTN",2021,2,"MT00",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",35.3
"RPDTN",2021,2,"NL11",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",38.7
"RPDTN",2021,2,"NL12",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",44.2
"RPDTN",2021,2,"NL13",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",43.8
"RPDTN",2021,2,"NL21",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",42.1
"RPDTN",2021,2,"NL22",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",39.5
"RPDTN",2021,2,"NL23",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",41.7
"RPDTN",2021,2,"NL31",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",28.4
"RPDTN",2021,2,"NL32",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",31.6
"RPDTN",2021,2,"NL33",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",35.1
"RPDTN",2021,2,"NL34",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",45.7
"RPDTN",2021,2,"NL41",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",36.5
"RPDTN",2021,2,"NL42",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",38.6
"RPDTN",2021,2,"NO02",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",40.2
"RPDTN",2021,2,"NO06",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",37
"RPDTN",2021,2,"NO07",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",38.1
"RPDTN",2021,2,"NO08",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",30.3
"RPDTN",2021,2,"NO09",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",38.7
"RPDTN",2021,2,"NO0A",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",36.2
"RPDTN",2021,2,"PL21",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",54.9
"RPDTN",2021,2,"PL22",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",59.2
"RPDTN",2021,2,"PL41",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",61.6
"RPDTN",2021,2,"PL42",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",55.6
"RPDTN",2021,2,"PL43",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",63.2
"RPDTN",2021,2,"PL51",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",54.1
"RPDTN",2021,2,"PL52",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",63.8
"RPDTN",2021,2,"PL61",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",61.1
"RPDTN",2021,2,"PL62",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",58.5
"RPDTN",2021,2,"PL63",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",52
"RPDTN",2021,2,"PL71",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",59.1
"RPDTN",2021,2,"PL72",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",60.2
"RPDTN",2021,2,"PL81",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",59.2
"RPDTN",2021,2,"PL82",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",61.7
"RPDTN",2021,2,"PL84",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",55.6
"RPDTN",2021,2,"PL91",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",36.2
"RPDTN",2021,2,"PL92",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",61.2
"RPDTN",2021,2,"PT11",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",27.7
"RPDTN",2021,2,"PT15",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",31.2
"RPDTN",2021,2,"PT16",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",28.2
"RPDTN",2021,2,"PT17",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",31.6
"RPDTN",2021,2,"PT18",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",31.2
"RPDTN",2021,2,"PT20",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",23
"RPDTN",2021,2,"PT30",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",25.2
"RPDTN",2021,2,"RO11",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",62.1
"RPDTN",2021,2,"RO12",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",61.4
"RPDTN",2021,2,"RO21",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",61.8
"RPDTN",2021,2,"RO22",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",58.8
"RPDTN",2021,2,"RO31",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",66.2
"RPDTN",2021,2,"RO32",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",54.5
"RPDTN",2021,2,"RO41",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",64.5
"RPDTN",2021,2,"RO42",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",66.2
"RPDTN",2021,2,"RS11",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",50.5
"RPDTN",2021,2,"RS12",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",58.4
"RPDTN",2021,2,"RS21",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",61.9
"RPDTN",2021,2,"RS22",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",58.4
"RPDTN",2021,2,"SE11",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",31
"RPDTN",2021,2,"SE12",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",40.6
"RPDTN",2021,2,"SE21",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",44.2
"RPDTN",2021,2,"SE22",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",37.9
"RPDTN",2021,2,"SE23",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",40.3
"RPDTN",2021,2,"SE31",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",45.8
"RPDTN",2021,2,"SE32",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",47.1
"RPDTN",2021,2,"SE33",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",45.9
"RPDTN",2021,2,"SI03",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",57.3
"RPDTN",2021,2,"SI04",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",51.7
"RPDTN",2021,2,"SK01",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",46.6
"RPDTN",2021,2,"SK02",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",70.7
"RPDTN",2021,2,"SK03",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",68.6
"RPDTN",2021,2,"SK04",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",63.9
"RPDTN",2021,2,"TR10",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",23.4
"RPDTN",2021,2,"TR21",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",23.8
"RPDTN",2021,2,"TR22",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",21.2
"RPDTN",2021,2,"TR31",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",23.8
"RPDTN",2021,2,"TR32",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",20.9
"RPDTN",2021,2,"TR33",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",19.1
"RPDTN",2021,2,"TR41",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",25.1
"RPDTN",2021,2,"TR42",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",24.1
"RPDTN",2021,2,"TR51",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",24.6
"RPDTN",2021,2,"TR52",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",17
"RPDTN",2021,2,"TR61",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",23.6
"RPDTN",2021,2,"TR62",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",21.3
"RPDTN",2021,2,"TR63",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",19.5
"RPDTN",2021,2,"TR71",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",20.1
"RPDTN",2021,2,"TR72",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",22.5
"RPDTN",2021,2,"TR81",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",21.7
"RPDTN",2021,2,"TR82",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",18.3
"RPDTN",2021,2,"TR83",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",18.8
"RPDTN",2021,2,"TR90",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",21.2
"RPDTN",2021,2,"TRA1",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",20.8
"RPDTN",2021,2,"TRA2",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",13.7
"RPDTN",2021,2,"TRB1",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",21.3
"RPDTN",2021,2,"TRB2",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",13.5
"RPDTN",2021,2,"TRC1",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",15.6
"RPDTN",2021,2,"TRC2",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",13.2
"RPDTN",2021,2,"TRC3",2023,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",15.2
"RPDTN",2021,2,"AT11",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",53.6
"RPDTN",2021,2,"AT12",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",49.7
"RPDTN",2021,2,"AT13",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",37.2
"RPDTN",2021,2,"AT21",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",54.9
"RPDTN",2021,2,"AT22",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",53.7
"RPDTN",2021,2,"AT31",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",51.8
"RPDTN",2021,2,"AT32",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",53.7
"RPDTN",2021,2,"AT33",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",52.7
"RPDTN",2021,2,"AT34",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",52.1
"RPDTN",2021,2,"BE10",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",25.2
"RPDTN",2021,2,"BE21",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",38.4
"RPDTN",2021,2,"BE22",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",49.2
"RPDTN",2021,2,"BE23",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",38.3
"RPDTN",2021,2,"BE24",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",33.9
"RPDTN",2021,2,"BE25",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",41.9
"RPDTN",2021,2,"BE31",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",27.1
"RPDTN",2021,2,"BE32",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",41.5
"RPDTN",2021,2,"BE33",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",39.2
"RPDTN",2021,2,"BE34",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",41.1
"RPDTN",2021,2,"BE35",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",39.7
"RPDTN",2021,2,"BG31",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",58.3
"RPDTN",2021,2,"BG32",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",55
"RPDTN",2021,2,"BG33",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",47.3
"RPDTN",2021,2,"BG34",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",54.7
"RPDTN",2021,2,"BG41",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",50.7
"RPDTN",2021,2,"BG42",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",55.9
"RPDTN",2021,2,"CH01",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",35.7
"RPDTN",2021,2,"CH02",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",44.2
"RPDTN",2021,2,"CH03",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",40.5
"RPDTN",2021,2,"CH04",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",31.5
"RPDTN",2021,2,"CH05",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",46.5
"RPDTN",2021,2,"CH06",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",42.3
"RPDTN",2021,2,"CH07",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",42.2
"RPDTN",2021,2,"CY00",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",34.6
"RPDTN",2021,2,"CZ01",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",45.4
"RPDTN",2021,2,"CZ02",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",71.2
"RPDTN",2021,2,"CZ03",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",69.8
"RPDTN",2021,2,"CZ04",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",71.2
"RPDTN",2021,2,"CZ05",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",72.4
"RPDTN",2021,2,"CZ06",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",65.7
"RPDTN",2021,2,"CZ07",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",71.5
"RPDTN",2021,2,"CZ08",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",69.6
"RPDTN",2021,2,"DE11",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",44.8
"RPDTN",2021,2,"DE12",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",45.5
"RPDTN",2021,2,"DE13",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",47.9
"RPDTN",2021,2,"DE14",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",45.9
"RPDTN",2021,2,"DE21",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",42.3
"RPDTN",2021,2,"DE22",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",56.8
"RPDTN",2021,2,"DE23",2024,"Total","From 25 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percent",56
